per;hogar;dpto;p3271;p6040;p6030s3;p3042;p3042s1;p3042s2;inglabo
2024;1;41;1;43;1981;5;2;;900000
2024;1;41;1;59;1965;3;5;;1400000
2024;1;41;2;41;1982;10;10;413;1500000
2024;1;41;1;35;1989;5;2;;1300000
2024;1;41;2;38;1986;10;10;412;1600000
2024;1;41;1;44;1980;5;2;;2050000
2024;1;41;1;56;1968;5;2;;1650000
2024;1;41;1;62;1962;5;2;;4300000
2024;1;41;1;61;1963;5;2;;1500000
2024;1;41;1;63;1961;4;3;;4000000
2024;1;41;1;24;2000;10;6;419;1300000
2024;1;41;1;61;1963;5;2;;1300000
2024;1;41;1;35;1989;10;10;715;2500000
2024;1;41;1;36;1988;3;5;;1300000
2024;1;41;2;29;1995;5;2;;1400000
2024;1;41;2;44;1980;5;2;;1300000
2024;1;41;2;45;1979;5;2;;1500000
2024;1;41;1;44;1980;5;2;;1462000
2024;1;44;1;64;1960;3;5;;1800000
2024;1;44;2;53;1971;10;10;112;2800000
2024;1;44;1;23;2000;4;1;;900000
2024;1;44;2;50;1974;3;5;;1200000
2024;1;44;1;61;1963;4;4;;600000
2024;1;44;1;32;1992;3;5;;1300000
2024;1;44;2;28;1996;5;2;;1300000
2024;1;44;1;36;1988;5;2;;1300000
2024;1;44;1;30;1994;5;2;;1300000
2024;1;44;1;21;2003;4;4;;1100000
2024;1;44;1;45;1979;9;4;412;5000000
2024;1;44;2;44;1980;10;10;411;3600000
2024;1;44;2;45;1979;10;10;719;2900000
2024;1;44;2;45;1979;12;4;111;5000000
2024;1;44;1;56;1968;5;2;;1300000
2024;1;44;2;35;1989;10;10;413;1300000
2024;1;44;1;47;1977;1;0;;500000
2024;1;44;1;23;2001;4;2;;1300000
2024;1;44;1;26;1998;4;3;;400000
2024;1;44;2;29;1995;3;5;;250000
2024;1;44;1;39;1985;4;2;;2000000
2024;1;44;1;38;1986;5;2;;1300000
2024;1;44;1;58;1966;4;1;;320000
2024;1;44;1;31;1993;5;2;;600000
2024;1;44;1;22;2002;4;2;;600000
2024;1;44;2;43;1981;5;2;;1500000
2024;1;44;2;26;1998;9;6;619;1600000
2024;1;44;2;51;1973;8;4;415;1500000
2024;1;44;1;53;1971;8;4;213;1800000
2024;1;44;2;20;2004;10;8;213;1800000
2024;1;44;1;48;1976;3;5;;1800000
2024;1;44;2;50;1974;4;3;;1300000
2024;1;44;2;29;1995;10;9;311;600000
2024;1;44;1;71;1953;3;3;;400000
2024;1;44;1;41;1983;3;5;;1250000
2024;1;44;2;32;1992;10;3;111;1300000
2024;1;44;1;36;1988;9;6;417;500000
2024;1;44;1;45;1979;5;2;;1300000
2024;1;44;1;43;1981;8;4;715;1500000
2024;1;44;1;50;1974;5;2;;2000000
2024;1;44;1;30;1994;10;9;111;1500000
2024;1;44;1;52;1972;10;4;411;1500000
2024;1;44;1;26;1998;11;1;611;2500000
2024;1;44;2;37;1987;8;4;913;1300000
2024;1;44;1;30;1994;5;2;;1400000
2024;1;44;2;43;1980;10;10;411;2500000
2024;1;44;2;60;1964;4;3;;600000
2024;1;44;1;25;1999;5;2;;400000
2024;1;44;1;43;1981;5;2;;900000
2024;1;44;1;47;1977;5;2;;1200000
2024;1;44;2;59;1965;4;3;;500000
2024;1;44;1;59;1965;8;4;221;2000000
2024;1;44;1;34;1990;5;2;;1500000
2024;1;44;1;22;2002;5;2;;1500000
2024;1;44;1;42;1982;9;6;715;4200000
2024;1;44;1;30;1994;10;10;1014;900000
2024;1;44;1;28;1996;10;7;715;1300000
2024;1;44;2;39;1985;10;8;1029;2400000
2024;1;44;2;30;1994;5;2;;600000
2024;1;44;1;31;1993;3;5;;1900000
2024;1;44;2;36;1988;5;2;;240000
2024;1;44;2;53;1971;3;5;;600000
2024;1;44;2;26;1998;5;2;;400000
2024;1;44;1;40;1984;5;2;;1200000
2024;1;44;1;44;1980;10;10;1022;1500000
2024;1;44;1;27;1997;10;1;413;1300000
2024;1;44;1;39;1985;8;5;715;900000
2024;1;44;1;36;1988;5;2;;2800000
2024;1;44;2;42;1982;5;2;;1600000
2024;1;44;2;60;1964;10;10;413;2000000
2024;1;44;2;33;1991;9;6;315;1500000
2024;1;44;1;37;1987;3;5;;2400000
2024;1;44;1;34;1990;3;5;;1200000
2024;1;44;2;78;1946;3;4;;2500000
2024;1;44;2;35;1989;10;10;912;1300000
2024;1;44;2;40;1984;5;2;;1800000
2024;1;44;1;48;1976;5;2;;1900000
2024;1;44;2;71;1952;3;5;;900000
2024;1;44;1;20;2004;10;4;413;320000
2024;1;44;1;35;1989;11;2;414;4550000
2024;1;44;2;55;1969;10;10;411;4500000
2024;1;44;1;36;1988;4;2;;900000
2024;1;44;1;30;1994;5;2;;1900000
2024;1;44;1;35;1989;12;4;688;5454000
2024;1;44;1;48;1976;5;2;;1500000
2024;1;44;2;41;1983;5;2;;1300000
2024;1;44;2;17;2007;5;1;;500000
2024;1;44;1;57;1967;5;2;;5500000
2024;1;44;2;37;1987;5;2;;600000
2024;1;44;2;38;1986;8;4;416;1450000
2024;1;44;1;39;1985;10;10;714;7000000
2024;1;44;1;34;1990;5;2;;1400000
2024;1;44;1;52;1972;5;2;;1300000
2024;1;44;2;52;1972;3;5;;1200000
2024;1;44;1;43;1981;10;10;111;4500000
2024;1;44;2;39;1985;10;10;31;4136815
2024;1;47;1;43;1981;12;4;613;4000000
2024;1;47;2;57;1967;13;8;232;4000000
2024;1;47;1;22;2002;10;10;719;1800000
2024;1;47;2;56;1968;10;10;913;3700000
2024;1;47;1;25;1999;10;10;912;2000000
2024;1;47;1;47;1977;10;10;413;2000000
2024;1;47;2;50;1974;10;10;211;2000000
2024;1;47;1;37;1987;5;2;;1300000
2024;1;47;1;52;1972;3;5;;2500000
2024;1;47;2;19;2005;5;2;;900000
2024;1;47;1;36;1988;6;2;;1800000
2024;1;47;2;37;1987;5;2;;1300000
2024;1;47;1;22;2002;5;2;;1300000
2024;1;47;1;58;1966;3;5;;450000
2024;1;47;2;44;1980;1;0;;600000
2024;1;47;1;35;1989;3;4;;1200000
2024;1;47;1;36;1987;6;2;;1300000
2024;1;47;2;45;1979;3;5;;550000
2024;1;47;1;51;1973;1;0;;1200000
2024;1;47;1;34;1990;8;4;716;1300000
2024;1;47;1;24;2000;10;9;529;400000
2024;1;47;1;50;1974;6;2;;1600000
2024;1;47;2;22;2002;8;3;411;900000
2024;1;47;1;28;1996;8;4;1039;2000000
2024;1;47;1;35;1989;3;4;;400000
2024;1;47;2;57;1967;5;2;;600000
2024;1;47;2;23;2001;6;2;;1300000
2024;1;47;1;29;1995;5;2;;1300000
2024;1;47;2;54;1970;4;1;;2000000
2024;1;47;1;16;2008;5;2;;1050000
2024;1;47;1;29;1995;1;0;;400000
2024;1;47;1;28;1996;5;2;;2000000
2024;1;47;1;46;1978;5;2;;1300000
2024;1;47;1;60;1964;3;5;;1200000
2024;1;47;1;65;1959;3;5;;1300000
2024;1;47;1;36;1988;6;2;;1300000
2024;1;47;2;34;1990;10;10;421;2500000
2024;1;47;1;35;1989;9;6;612;1400000
2024;1;47;1;33;1991;5;2;;1600000
2024;1;47;1;38;1986;5;2;;400000
2024;1;47;1;41;1983;10;10;912;3900000
2024;1;47;2;38;1986;10;10;913;2000000
2024;1;47;2;49;1975;5;2;;1300000
2024;1;47;1;39;1985;5;2;;1300000
2024;1;47;2;45;1979;3;3;;1300000
2024;1;47;1;55;1969;5;2;;600000
2024;1;47;1;53;1971;5;2;;1200000
2024;1;47;1;27;1997;5;2;;900000
2024;1;47;1;67;1957;3;3;;1440000
2024;1;47;2;19;2005;5;1;;400000
2024;1;47;1;60;1964;10;10;421;2000000
2024;1;47;2;60;1964;10;10;421;4000000
2024;1;47;1;72;1952;3;2;;1200000
2024;1;47;1;42;1982;5;2;;1500000
2024;1;47;1;32;1992;6;2;;2000000
2024;1;47;2;25;1999;8;4;913;1300000
2024;1;47;2;51;1973;3;5;;1100000
2024;1;47;1;56;1967;4;2;;625000
2024;1;47;2;30;1994;10;10;421;3500000
2024;1;47;2;44;1980;6;2;;1600000
2024;1;47;1;55;1969;5;2;;1850000
2024;1;47;1;42;1982;10;10;215;1300000
2024;1;47;1;31;1993;10;10;215;1600000
2024;1;47;1;53;1971;5;2;;1300000
2024;1;47;2;54;1970;5;2;;1300000
2024;1;47;1;35;1989;10;10;719;2600000
2024;1;47;1;30;1994;6;2;;1200000
2024;1;47;1;51;1973;8;4;913;1400000
2024;1;47;1;35;1989;8;4;715;1300000
2024;1;47;1;33;1991;10;10;421;2500000
2024;1;47;2;32;1992;10;10;411;2600000
2024;1;47;1;27;1997;5;2;;2000000
2024;1;47;1;34;1990;5;2;;1300000
2024;1;47;1;21;2003;8;4;729;1300000
2024;1;47;1;68;1956;3;4;;2000000
2024;1;47;1;22;2002;8;4;1022;1600000
2024;1;47;1;30;1994;8;4;613;1600000
2024;1;47;2;25;1999;5;2;;1300000
2024;1;47;2;26;1998;9;6;913;1400000
2024;1;47;1;35;1989;10;10;912;4000000
2024;1;47;2;62;1962;5;2;;2000000
2024;1;47;2;30;1994;8;4;913;2000000
2024;1;47;1;53;1971;5;2;;1200000
2024;1;47;1;36;1988;8;4;713;1900000
2024;1;47;1;63;1961;9;6;1031;2000000
2024;1;47;1;35;1989;10;10;413;2300000
2024;1;47;1;42;1982;8;2;611;500000
2024;1;47;2;54;1970;8;2;411;2000000
2024;1;47;1;68;1956;4;2;;900000
2024;1;47;1;58;1966;3;1;;1800000
2024;1;47;1;45;1979;10;10;411;2500000
2024;1;47;1;47;1977;5;2;;2000000
2024;1;47;1;40;1984;8;4;724;4000000
2024;1;47;1;50;1974;11;2;413;5200000
2024;1;47;1;45;1979;11;2;413;3900000
2024;1;47;2;59;1965;10;10;421;5000000
2024;1;47;2;63;1961;3;5;;550000
2024;1;47;2;25;1999;8;2;988;900000
2024;1;47;1;49;1975;5;2;;1100000
2024;1;47;2;41;1983;5;1;;950000
2024;1;47;2;48;1976;4;4;;350000
2024;1;47;2;55;1969;9;6;1013;1480000
2024;1;47;2;33;1991;10;10;411;2378000
2024;1;47;1;63;1961;3;5;;1500000
2024;1;47;1;39;1985;8;4;613;1300000
2024;1;47;2;25;1999;8;4;413;1500000
2024;1;47;1;34;1990;10;10;732;2500000
2024;1;47;1;36;1988;10;10;411;1300000
2024;1;47;1;29;1995;8;4;721;900000
2024;1;47;1;51;1973;4;2;;1200000
2024;1;47;1;58;1966;5;2;;1400000
2024;1;47;2;24;2000;10;1;321;1300000
2024;1;47;2;41;1983;9;6;112;930000
2024;1;47;1;53;1971;12;4;111;5000000
2024;1;47;2;27;1997;9;6;411;1300000
2024;1;47;2;20;2004;9;6;916;1300000
2024;1;47;1;54;1970;4;3;;2000000
2024;1;47;1;71;1953;1;0;;1100000
2024;1;47;2;34;1990;9;6;913;1500000
2024;1;47;1;23;2001;5;2;;1300000
2024;1;47;1;32;1992;9;6;1013;2600000
2024;1;47;2;31;1993;5;2;;1200000
2024;1;47;1;43;1981;10;10;919;2400000
2024;1;47;2;25;1999;8;4;413;1300000
2024;1;47;1;62;1962;3;5;;2000000
2024;1;47;2;68;1956;4;4;;1300000
2024;1;47;2;40;1984;8;4;913;1800000
2024;1;47;1;44;1980;8;4;916;1300000
2024;1;47;1;37;1987;8;4;713;600000
2024;1;47;2;42;1982;5;2;;1300000
2024;1;47;2;44;1980;8;4;913;230000
2024;1;47;1;44;1980;5;2;;6000000
2024;2;47;2;41;1983;8;4;913;1200000
2024;1;47;1;48;1976;13;3;111;4600000
2024;1;47;2;60;1964;10;10;413;1300000
2024;1;47;2;47;1977;8;4;922;1300000
2024;1;47;1;32;1992;10;10;413;1600000
2024;1;47;2;37;1987;8;4;414;2000000
2024;1;47;1;54;1970;10;10;114;3200000
2024;1;47;1;46;1978;10;10;421;4000000
2024;1;47;2;33;1991;11;2;411;3500000
2024;1;47;1;71;1953;3;2;;600000
2024;1;47;2;31;1993;10;10;414;3700000
2024;1;47;1;29;1995;9;6;211;2700000
2024;1;47;1;62;1962;10;10;732;5000000
2024;1;50;2;45;1979;8;4;613;500000
2024;1;50;2;18;2006;4;4;;1400000
2024;1;50;1;46;1978;3;5;;900000
2024;1;50;2;21;2003;5;2;;1462000
2024;1;50;1;34;1990;5;2;;1200000
2024;1;50;1;51;1973;11;2;111;6300000
2024;1;50;1;26;1998;11;2;413;3200000
2024;1;50;2;32;1992;5;2;;1500000
2024;1;50;1;42;1982;5;2;;1462000
2024;1;50;1;45;1979;3;5;;1300000
2024;1;50;2;42;1982;5;2;;500000
2024;1;50;2;44;1980;13;6;112;9000000
2024;1;50;2;46;1978;3;5;;1500000
2024;1;50;1;46;1978;3;5;;900000
2024;1;50;1;48;1976;5;2;;1500000
2024;1;50;1;42;1982;10;10;11;4000000
2024;1;50;2;49;1975;10;10;421;5000000
2024;1;50;1;41;1983;8;6;916;2000000
2024;1;50;2;18;2006;5;1;;900000
2024;1;50;2;38;1986;8;4;916;1300000
2024;1;50;2;20;2004;8;4;411;1300000
2024;1;50;1;44;1980;5;2;;900000
2024;1;50;1;27;1997;5;2;;1462000
2024;1;50;1;25;1999;5;2;;1462000
2024;1;50;2;31;1993;5;2;;1462000
2024;1;50;1;31;1993;5;2;;1300000
2024;1;50;1;44;1980;5;2;;1300000
2024;1;50;2;64;1960;5;1;;1300000
2024;1;50;1;68;1956;5;2;;1600000
2024;1;50;2;70;1954;5;2;;1300000
2024;1;50;1;41;1983;5;2;;1500000
2024;1;50;2;44;1980;10;5;413;2500000
2024;1;50;1;54;1970;3;2;;1200000
2024;1;50;1;30;1994;5;2;;500000
2024;1;50;1;31;1993;3;3;;1300000
2024;1;50;2;37;1987;5;1;;900000
2024;1;50;1;57;1967;3;5;;1200000
2024;1;50;1;41;1983;5;2;;1200000
2024;1;50;2;55;1969;11;3;111;6259983
2024;1;50;2;29;1995;8;4;916;550000
2024;1;50;2;45;1979;5;2;;500000
2024;1;50;1;47;1977;3;5;;500000
2024;1;50;1;71;1953;4;1;;520000
2024;1;50;2;37;1986;10;10;11;2500000
2024;1;50;1;36;1988;10;10;1014;2500000
2024;1;50;1;25;1999;10;10;731;5000000
2024;1;50;1;32;1992;5;2;;1300000
2024;1;50;1;56;1968;11;2;413;3200000
2024;1;50;1;36;1988;9;6;716;3800000
2024;1;50;1;23;2001;5;2;;1500000
2024;1;50;2;65;1959;3;3;;900000
2024;1;50;2;21;2003;5;2;;1400000
2024;1;50;1;59;1965;5;2;;1300000
2024;1;50;2;55;1969;10;10;315;600000
2024;1;50;2;27;1997;10;10;11;1800000
2024;1;50;1;22;2002;10;1;719;1462000
2024;1;50;1;47;1977;11;2;411;4500000
2024;1;50;2;41;1983;10;10;411;2000000
2024;1;50;2;53;1971;9;6;321;1300000
2024;1;50;1;52;1972;5;2;;1650000
2024;1;50;2;40;1984;5;2;;1300000
2024;1;50;2;59;1964;3;5;;540000
2024;1;50;1;30;1994;12;4;111;24000000
2024;1;50;1;68;1956;5;2;;1700000
2024;1;50;1;40;1984;5;2;;1200000
2024;1;50;1;33;1991;5;2;;1400000
2024;1;50;1;42;1982;5;2;;1100000
2024;1;50;2;43;1981;5;2;;1500000
2024;1;50;1;25;1999;5;2;;1500000
2024;1;50;2;41;1983;8;4;113;1600000
2024;1;50;1;34;1990;11;1;111;3126000
2024;1;50;2;27;1997;5;2;;2800000
2024;1;50;1;56;1968;11;2;119;6250000
2024;1;50;2;43;1981;12;4;114;4600000
2024;1;50;2;48;1976;9;6;613;1300000
2024;1;50;1;18;2006;10;2;613;1300000
2024;1;50;1;67;1956;5;2;;5000000
2024;1;50;2;45;1979;5;2;;1462000
2024;1;50;1;51;1973;3;4;;1200000
2024;1;50;2;25;1999;5;2;;1300000
2024;1;50;2;50;1974;6;2;;1300000
2024;1;50;1;39;1985;5;2;;7500000
2024;1;50;1;35;1989;9;4;413;1930000
2024;1;50;2;33;1991;5;2;;1462000
2024;1;50;1;26;1998;10;7;411;400000
2024;1;50;1;59;1965;5;2;;1500000
2024;1;50;2;42;1982;5;2;;2800000
2024;1;50;2;40;1984;5;2;;400000
2024;1;50;1;70;1954;1;0;;400000
2024;1;50;1;45;1978;11;2;413;3500000
2024;1;50;2;44;1980;5;2;;1600000
2024;1;50;1;35;1989;3;5;;500000
2024;1;50;2;15;2009;4;1;;600000
2024;1;50;2;34;1990;5;2;;1300000
2024;1;50;1;20;2004;5;2;;1300000
2024;1;50;2;50;1974;4;2;;1550000
2024;1;50;2;47;1977;3;1;;630000
2024;1;50;2;44;1980;3;3;;320000
2024;1;50;2;25;1999;4;3;;420000
2024;1;50;2;35;1989;3;3;;500000
2024;1;50;1;46;1978;3;5;;1500000
2024;1;50;2;33;1991;5;2;;1500000
2024;1;50;1;33;1991;5;2;;1500000
2024;1;50;1;29;1995;5;2;;1300000
2024;1;50;2;26;1998;5;2;;1300000
2024;1;50;2;24;2000;5;2;;1300000
2024;1;50;1;29;1995;3;5;;1300000
2024;1;50;2;21;2003;8;4;913;1300000
2024;1;50;2;39;1984;5;2;;600000
2024;1;50;2;30;1994;10;10;521;1300000
2024;1;50;2;58;1965;5;2;;1200000
2024;1;50;2;25;1999;5;2;;1400000
2024;1;50;1;49;1975;5;2;;2000000
2024;1;50;1;54;1970;3;5;;1800000
2024;1;50;1;55;1969;9;6;613;1200000
2024;1;50;1;56;1968;5;2;;1300000
2024;1;50;2;63;1960;5;2;;0
2024;1;50;1;35;1989;5;2;;1850000
2024;1;50;2;60;1964;3;5;;500000
2024;1;50;2;30;1994;5;2;;1400000
2024;1;50;2;55;1969;5;2;;1300000
2024;1;50;1;25;1999;5;2;;1300000
2024;1;50;2;20;2004;5;2;;1300000
2024;1;50;1;62;1962;10;12;911;5000000
2024;1;50;2;35;1989;5;2;;1300000
2024;1;50;2;26;1998;5;2;;1462000
2024;1;50;1;36;1988;5;2;;1500000
2024;1;50;1;34;1989;5;2;;1500000
2024;1;50;1;33;1991;11;2;1022;2700000
2024;1;50;2;32;1992;9;6;916;2400000
2024;1;50;1;39;1985;3;5;;1500000
2024;2;50;1;26;1998;5;2;;1500000
2024;1;50;1;41;1983;10;10;11;8000000
2024;1;50;2;40;1984;11;2;421;8400000
2024;1;50;1;27;1997;4;2;;2000000
2024;1;50;1;25;1999;4;2;;1200000
2024;1;50;2;41;1983;5;1;;1510000
2024;1;50;1;34;1990;5;2;;1500000
2024;1;50;1;30;1994;5;2;;2500000
2024;1;50;1;32;1992;5;2;;1400000
2024;1;50;1;45;1979;9;6;613;1200000
2024;1;50;2;38;1985;12;3;414;5000000
2024;1;50;1;57;1967;3;5;;1800000
2024;1;50;1;44;1980;10;10;413;20000000
2024;1;50;2;30;1994;10;8;413;2000000
2024;1;50;1;45;1979;4;3;;1400000
2024;1;50;2;47;1977;5;2;;1400000
2024;1;50;1;62;1962;11;2;613;6500000
2024;1;50;2;24;2000;10;10;912;4200000
2024;1;50;1;32;1992;5;1;;1462000
2024;1;50;1;38;1986;10;10;119;8000000
2024;1;50;2;22;2002;10;10;411;1500000
2024;1;50;1;25;1999;10;9;411;1900000
2024;1;50;1;37;1987;9;6;413;1550000
2024;1;50;2;32;1992;8;6;913;1462000
2024;1;50;1;46;1978;3;4;;500000
2024;1;50;1;22;2002;11;1;412;2850000
2024;1;50;2;24;2000;10;10;732;2300000
2024;1;50;1;31;1993;10;10;719;3100000
2024;1;50;1;18;2006;5;2;;1200000
2024;1;50;1;45;1979;5;2;;3600000
2024;1;50;1;33;1991;5;2;;2000000
2024;1;50;2;36;1988;10;10;841;2000000
2024;1;50;2;65;1959;5;2;;1300000
2024;1;50;2;38;1986;11;2;919;1300000
2024;1;50;1;64;1960;5;2;;1300000
2024;1;50;2;36;1988;8;4;411;2500000
2024;1;50;2;53;1971;10;10;412;3985600
2024;1;52;2;25;1999;10;10;211;2400000
2024;1;52;1;71;1953;1;0;;1200000
2024;1;52;2;39;1985;5;2;;1300000
2024;1;52;2;62;1962;12;4;112;3500000
2024;1;52;2;32;1992;10;10;112;3900000
2024;1;52;2;34;1990;5;2;;1300000
2024;1;52;2;35;1989;12;4;819;3500000
2024;1;52;2;34;1990;10;10;915;2100000
2024;1;52;1;60;1964;9;6;819;1200000
2024;1;52;2;60;1964;5;2;;1300000
2024;1;52;2;28;1996;10;10;411;1500000
2024;1;52;1;30;1994;8;2;713;1600000
2024;1;52;1;49;1975;10;10;112;2600000
2024;1;52;2;46;1978;8;4;112;600000
2024;1;52;1;47;1976;1;0;;1400000
2024;1;52;1;24;2000;5;2;;1300000
2024;1;52;1;34;1990;4;4;;1200000
2024;1;52;2;37;1986;8;2;913;600000
2024;1;52;1;54;1970;1;0;;1100000
2024;1;52;2;40;1984;8;1;112;1200000
2024;1;52;1;18;2006;4;2;;900000
2024;1;52;1;43;1981;3;4;;1400000
2024;1;52;2;58;1966;3;3;;900000
2024;1;52;1;53;1971;5;2;;900000
2024;1;52;2;39;1985;5;2;;600000
2024;1;52;2;48;1976;3;4;;500000
2024;1;52;2;28;1996;5;2;;1300000
2024;1;52;1;22;2001;5;2;;900000
2024;1;52;2;20;2004;5;2;;500000
2024;1;52;1;27;1997;5;2;;900000
2024;1;52;2;51;1973;8;2;112;1400000
2024;1;52;1;31;1993;3;5;;900000
2024;1;52;1;30;1994;5;2;;1600000
2024;1;52;1;36;1988;3;5;;1500000
2024;1;52;2;47;1977;4;4;;550000
2024;1;52;1;21;2003;4;4;;1100000
2024;1;52;1;45;1979;4;3;;1300000
2024;1;52;1;63;1961;5;1;;1200000
2024;1;52;1;53;1971;5;2;;1400000
2024;1;52;1;62;1962;3;5;;1200000
2024;1;52;1;27;1997;5;2;;1200000
2024;1;52;2;37;1987;8;2;613;1300000
2024;1;52;1;78;1946;11;2;113;4500000
2024;1;52;2;52;1972;10;10;411;1800000
2024;1;52;2;21;2002;10;10;413;1500000
2024;1;52;2;43;1981;5;2;;1300000
2024;1;52;1;48;1976;10;10;729;1200000
2024;1;52;2;59;1965;10;10;413;5000000
2024;1;52;1;75;1949;13;6;222;13000000
2024;1;52;1;48;1976;10;10;1022;3200000
2024;1;52;2;50;1974;12;4;111;7500000
2024;1;52;2;28;1996;10;10;414;1300000
2024;1;52;1;61;1963;3;3;;250000
2024;1;52;2;52;1972;3;4;;1700000
2024;1;52;1;49;1975;6;2;;1200000
2024;1;52;2;40;1984;9;6;916;2500000
2024;1;52;2;37;1987;10;10;239;3900000
2024;1;52;2;46;1978;6;2;;1300000
2024;1;52;1;28;1996;8;2;416;1300000
2024;1;52;2;52;1972;3;3;;240000
2024;1;52;2;51;1973;5;2;;600000
2024;1;52;1;23;2001;8;4;613;1300000
2024;1;52;1;20;2003;8;4;811;600000
2024;1;52;1;21;2003;8;4;1019;1300000
2024;1;52;1;57;1967;5;2;;0
2024;1;52;1;32;1992;8;4;714;2000000
2024;1;52;2;45;1979;8;2;414;1300000
2024;1;52;1;64;1959;5;2;;2000000
2024;1;52;2;42;1982;3;3;;1500000
2024;1;52;1;25;1999;5;2;;400000
2024;1;52;2;29;1995;4;2;;600000
2024;1;52;1;40;1984;5;2;;550000
2024;1;52;2;45;1979;5;2;;1470000
2024;1;52;1;35;1989;5;2;;1300000
2024;1;52;2;56;1968;5;1;;500000
2024;1;52;1;52;1972;4;3;;600000
2024;1;52;2;27;1997;5;2;;400000
2024;1;52;2;41;1983;5;2;;1300000
2024;1;52;2;50;1973;3;5;;400000
2024;1;52;2;64;1960;5;2;;4000000
2024;1;52;2;44;1980;5;2;;1500000
2024;1;52;2;51;1973;6;2;;600000
2024;1;52;2;59;1965;3;2;;400000
2024;1;52;1;59;1965;3;3;;1200000
2024;1;52;2;50;1974;10;10;1014;1700000
2024;1;52;2;63;1961;3;1;;618000
2024;1;52;1;24;2000;5;2;;2100000
2024;1;52;1;51;1973;11;4;421;5200000
2024;1;52;1;49;1975;3;5;;1450000
2024;1;52;1;50;1974;10;10;613;1500000
2024;1;52;2;48;1976;8;4;411;1300000
2024;1;52;2;64;1960;6;2;;500000
2024;1;52;2;45;1979;6;2;;1500000
2024;1;52;2;47;1977;11;8;111;6300000
2024;1;52;2;60;1964;5;2;;600000
2024;1;52;1;36;1988;10;10;411;1450000
2024;1;52;2;58;1966;5;0;;500000
2024;1;52;1;36;1988;10;10;613;1300000
2024;1;52;1;27;1997;5;2;;1300000
2024;1;52;1;26;1998;5;2;;1300000
2024;1;52;2;61;1962;6;2;;600000
2024;1;52;2;54;1970;10;10;421;900000
2024;1;52;2;31;1993;10;10;213;2400000
2024;1;52;2;21;2003;10;7;421;1200000
2024;1;52;1;57;1967;9;6;412;1300000
2024;1;52;2;33;1991;5;2;;1300000
2024;1;52;1;58;1966;5;2;;900000
2024;1;52;1;27;1997;5;2;;3240000
2024;1;52;1;24;2000;8;2;411;1500000
2024;1;52;1;47;1977;4;3;;1200000
2024;1;52;1;30;1994;5;2;;360000
2024;1;52;1;42;1982;5;2;;450000
2024;1;52;1;45;1979;4;2;;900000
2024;1;52;2;49;1975;5;2;;1300000
2024;1;52;1;69;1955;10;10;731;1100000
2024;1;52;2;43;1981;4;3;;240000
2024;1;52;2;20;2004;10;5;419;250000
2024;1;52;1;33;1991;8;4;421;4000000
2024;1;52;2;72;1952;5;2;;250000
2024;1;52;2;60;1964;10;10;913;2496000
2024;1;52;2;30;1994;10;10;421;2450000
2024;1;52;1;34;1990;5;2;;1200000
2024;1;52;2;30;1994;5;2;;450000
2024;1;52;2;57;1967;3;2;;240000
2024;1;52;1;22;2002;10;3;613;1300000
2024;1;52;2;33;1991;5;2;;450000
2024;2;52;1;55;1969;1;0;;500000
2024;1;52;1;29;1995;5;2;;1300000
2024;1;52;1;48;1975;11;2;732;6000000
2024;1;52;2;77;1947;5;2;;5000000
2024;1;52;2;41;1983;5;2;;920000
2024;1;52;1;41;1982;5;2;;2000000
2024;1;52;1;36;1988;13;9;719;3500000
2024;1;52;2;35;1989;10;10;411;1300000
2024;1;52;2;27;1997;11;2;413;2800000
2024;1;52;2;43;1981;11;2;421;4500000
2024;1;52;1;60;1964;3;5;;2000000
2024;1;52;2;22;2002;5;2;;1300000
2024;1;52;1;54;1970;11;4;732;1500000
2024;1;52;2;36;1988;12;4;419;2800000
2024;1;52;1;42;1982;9;6;714;1756000
2024;1;52;2;53;1971;12;4;542;8800000
2024;1;52;2;28;1996;10;5;719;1800000
2024;1;52;1;25;1999;5;2;;1300000
2024;1;52;2;39;1985;10;10;919;1400000
2024;1;52;1;48;1976;6;2;;1700000
2024;1;52;2;41;1983;9;6;916;0
2024;1;52;2;21;2003;5;2;;450000
2024;1;52;1;45;1979;5;2;;1700000
2024;1;52;2;42;1982;5;2;;1300000
2024;1;52;1;38;1986;5;2;;1300000
2024;1;52;2;54;1970;5;2;;1480000
2024;1;52;1;27;1997;5;1;;400000
2024;1;52;1;60;1964;5;2;;600000
2024;1;52;1;32;1991;5;2;;2700000
2024;1;52;2;44;1980;10;10;511;2300000
2024;1;52;2;70;1954;12;4;912;10000000
2024;1;52;1;36;1988;6;2;;3500000
2024;1;52;1;27;1997;8;2;414;1300000
2024;1;52;2;39;1985;5;2;;900000
2024;1;52;1;50;1974;5;2;;1300000
2024;1;52;1;21;2003;5;2;;1300000
2024;1;52;2;31;1993;10;10;421;2000000
2024;1;52;1;33;1991;5;2;;1300000
2024;1;52;2;34;1990;5;2;;1300000
2024;1;52;1;57;1967;5;2;;1600000
2024;1;52;2;32;1991;12;4;313;3100000
2024;1;52;2;31;1993;11;2;912;4200000
2024;1;52;2;37;1987;10;10;421;2000000
2024;1;52;2;27;1997;5;2;;1300000
2024;1;52;1;59;1965;10;10;319;5500000
2024;1;52;1;52;1972;4;2;;1400000
2024;1;52;1;37;1987;10;10;314;8000000
2024;1;52;1;66;1958;5;2;;1300000
