directorio,secuencia_p,orden,hogar,regis,per,p3271,p6040,p3042,inglabo,id_registro_original
8450514,1,1,1,10,2025,1,44,11.0,5000000.0,33905
8470531,1,3,1,10,2025,1,22,6.0,1423000.0,59944
8467972,1,1,1,10,2025,2,57,3.0,800000.0,53543
8441688,1,1,1,10,2025,1,33,10.0,0.0,13299
8469660,1,1,1,10,2025,2,57,3.0,600000.0,57823
8444556,1,3,1,10,2025,2,27,12.0,8000000.0,20464
8468675,1,3,1,10,2025,2,38,5.0,1200000.0,55195
8449224,1,3,1,10,2025,1,53,4.0,1000000.0,30661
8473889,1,2,1,10,2025,2,39,11.0,1500000.0,66510
8468507,1,1,1,10,2025,2,45,3.0,2000000.0,54795
8442690,1,1,1,10,2025,2,60,8.0,6000000.0,15697
8445233,1,2,1,10,2025,1,33,5.0,1000000.0,21701
8450576,1,1,1,10,2025,2,44,5.0,700000.0,34084
8469474,1,2,1,10,2025,1,23,5.0,1400000.0,57287
8467624,1,3,1,10,2025,1,19,10.0,550000.0,52665
8473346,1,2,1,10,2025,1,33,5.0,2500000.0,65730
8467580,1,1,1,10,2025,2,35,3.0,500000.0,52530
8463961,1,2,1,10,2025,1,59,3.0,1200000.0,44489
8465393,1,1,1,10,2025,1,64,4.0,500000.0,47539
8437687,1,3,1,10,2025,2,49,9.0,3100000.0,4371
8451049,1,1,1,10,2025,2,38,5.0,800000.0,35248
8462156,1,1,1,10,2025,1,49,3.0,1300000.0,40395
8437528,1,2,1,10,2025,1,56,11.0,4500000.0,4061
8451958,1,2,1,10,2025,2,32,10.0,4000000.0,37582
8442901,1,1,1,10,2025,2,41,9.0,1423500.0,16204
8470509,1,1,1,10,2025,2,47,5.0,1423500.0,59893
8470567,1,2,1,10,2025,2,30,5.0,1800000.0,60033
8444156,1,6,1,10,2025,2,22,10.0,1423000.0,19443
8462712,1,1,1,10,2025,2,27,5.0,120000.0,41619
8441819,1,1,1,10,2025,2,32,8.0,1000000.0,13522
8437157,1,1,1,10,2025,2,50,10.0,7000000.0,3066
8440980,1,2,1,10,2025,2,42,5.0,1423500.0,11851
8438626,1,1,1,10,2025,1,60,10.0,2500000.0,6460
8448787,1,1,1,10,2025,1,76,3.0,400000.0,29882
8468165,1,1,1,10,2025,2,37,10.0,2300000.0,53983
8437960,1,3,1,10,2025,2,34,5.0,2500000.0,4909
8442304,1,1,1,10,2025,2,34,10.0,3500000.0,14781
8443344,1,2,1,10,2025,2,46,5.0,100000.0,17325
8438326,1,1,1,10,2025,2,35,8.0,900000.0,5725
8466209,1,1,1,10,2025,2,37,10.0,2000000.0,49210
8463988,1,2,1,10,2025,2,28,9.0,1423500.0,44544
8438390,1,2,1,10,2025,1,47,5.0,2500000.0,5898
8444689,1,2,1,10,2025,2,40,12.0,30000000.0,20793
8446084,1,2,1,10,2025,2,56,10.0,7000000.0,23731
8438135,1,1,1,10,2025,1,42,5.0,1000000.0,5264
8445924,1,1,1,10,2025,2,45,8.0,1200000.0,23345
8450950,1,1,1,10,2025,2,44,1.0,360000.0,35014
8447253,1,2,1,10,2025,1,56,4.0,500000.0,26490
8437714,1,4,1,10,2025,2,24,10.0,800000.0,4425
8466716,1,2,1,10,2025,2,38,5.0,2000000.0,50429
8469239,1,1,1,10,2025,2,55,8.0,2800000.0,56663
8439968,1,1,1,10,2025,2,46,10.0,2500000.0,9495
8473132,1,1,1,10,2025,2,58,4.0,300000.0,65304
8451875,1,1,1,10,2025,2,34,10.0,1423500.0,37359
8448228,1,1,1,10,2025,2,55,4.0,900000.0,28772
8449358,1,4,1,10,2025,2,2,,,31035
8437702,1,5,1,10,2025,1,24,8.0,1423500.0,4401
8451576,1,2,1,10,2025,2,30,5.0,1200000.0,36574
8446877,1,2,1,10,2025,2,43,6.0,2000000.0,25711
8471654,1,1,1,10,2025,2,51,3.0,410000.0,62402
8440390,1,2,1,10,2025,2,45,10.0,5700000.0,10443
8438601,1,1,1,10,2025,1,36,5.0,170000.0,6409
8444389,1,1,1,10,2025,1,43,12.0,10000000.0,20006
8443418,1,1,1,10,2025,1,62,5.0,1500000.0,17534
8462347,1,2,1,10,2025,1,36,5.0,1600000.0,40787
8442090,1,2,1,10,2025,2,38,5.0,100000.0,14257
8472561,1,1,1,10,2025,2,41,5.0,1500000.0,64228
8468540,1,2,1,10,2025,1,24,5.0,1100000.0,54889
8452496,1,1,1,10,2025,2,74,5.0,1423500.0,38969
8442261,1,1,1,10,2025,1,48,5.0,1423500.0,14689
8469836,1,2,1,10,2025,2,70,3.0,200000.0,58264
8450222,1,2,1,10,2025,2,40,11.0,3800000.0,33220
8436825,1,3,1,10,2025,1,47,5.0,800000.0,2120
8442478,1,1,1,10,2025,2,63,11.0,10000000.0,15226
8451138,1,1,1,10,2025,2,26,6.0,1180000.0,35470
8465396,1,1,1,10,2025,2,34,10.0,1423500.0,47542
8444153,1,1,1,10,2025,2,27,5.0,900000.0,19434
8440727,1,2,1,10,2025,1,38,11.0,3000000.0,11263
8439328,1,3,1,10,2025,1,42,5.0,500000.0,8039
8438593,1,2,1,10,2025,1,24,10.0,3300000.0,6389
8440307,1,1,1,10,2025,2,51,11.0,4200000.0,10259
8444512,1,3,1,10,2025,1,26,6.0,750000.0,20341
8437000,1,2,1,10,2025,1,23,10.0,2800000.0,2705
8467933,1,2,1,10,2025,2,79,8.0,400000.0,53442
8449475,1,1,1,10,2025,1,25,4.0,5000000.0,31329
8437756,1,1,1,10,2025,2,33,5.0,1523000.0,4503
8471259,1,1,1,10,2025,1,45,5.0,1623000.0,61645
8446847,1,2,1,10,2025,2,53,3.0,600000.0,25644
8467603,1,2,1,10,2025,1,31,10.0,7800000.0,52609
8470919,1,1,1,10,2025,1,57,3.0,2000000.0,60933
8438300,1,3,1,10,2025,2,44,8.0,600000.0,5646
8437813,1,3,1,10,2025,2,26,8.0,1423500.0,4607
8451473,1,1,1,10,2025,2,35,5.0,1423500.0,36339
8452554,1,1,1,10,2025,2,45,5.0,1500000.0,39134
8447900,1,1,1,10,2025,1,24,5.0,1650000.0,27986
8442803,1,1,1,10,2025,2,48,3.0,560000.0,15964
8444662,1,2,1,10,2025,1,26,9.0,1423000.0,20731
8440176,1,2,1,10,2025,2,21,5.0,1500000.0,9933
8440678,1,2,1,10,2025,2,37,11.0,6980000.0,11174
8451139,1,6,1,10,2025,2,33,10.0,3800000.0,35478
8445870,1,2,1,10,2025,1,23,4.0,1200000.0,23222
8444356,1,1,1,10,2025,2,41,3.0,600000.0,19915
8471661,1,1,1,10,2025,1,64,4.0,960000.0,62414
8466348,1,2,1,10,2025,1,43,4.0,1000000.0,49475
8445317,1,2,1,10,2025,1,52,1.0,1100000.0,21980
8447075,1,1,1,10,2025,2,51,3.0,840000.0,26163
8463685,1,8,1,10,2025,2,22,5.0,1500000.0,43857
8449344,1,2,1,10,2025,1,28,5.0,1600000.0,30992
8438839,1,1,1,10,2025,2,46,5.0,1423500.0,6925
8451603,1,1,1,10,2025,2,57,1.0,300000.0,36633
8440562,1,2,1,10,2025,1,53,5.0,1860000.0,10826
8439090,1,1,1,10,2025,2,30,8.0,200000.0,7487
8467208,1,1,1,10,2025,2,25,8.0,1900000.0,51648
8452105,1,3,1,10,2025,2,30,3.0,520000.0,37962
8469840,1,1,1,10,2025,2,47,4.0,1773500.0,58273
8467762,1,1,1,10,2025,1,24,9.0,3200000.0,52987
8439605,1,2,1,10,2025,2,25,5.0,140000.0,8676
8446039,1,1,1,10,2025,2,35,8.0,1850000.0,23638
8463198,1,2,1,10,2025,1,25,9.0,1200000.0,42614
8439468,1,3,1,10,2025,2,33,3.0,600000.0,8344
8466992,1,1,1,10,2025,1,45,4.0,500000.0,51063
8470393,1,1,1,10,2025,2,49,5.0,1900000.0,59617
8471737,1,2,1,10,2025,1,25,10.0,450000.0,62543
8470960,1,2,1,10,2025,1,46,5.0,2000000.0,61040
8442356,1,4,1,10,2025,1,27,5.0,1200000.0,14948
8466577,1,3,1,10,2025,1,18,3.0,1000000.0,50101
8466276,1,2,1,10,2025,1,28,5.0,1600000.0,49300
8449297,1,1,1,10,2025,2,26,5.0,500000.0,30863
8473275,1,2,1,10,2025,2,49,4.0,1600000.0,65578
8445325,1,2,1,10,2025,2,59,4.0,200000.0,21999
8463817,1,2,1,10,2025,2,29,6.0,200000.0,44186
8437324,1,4,1,10,2025,1,22,4.0,1200000.0,3532
8446570,1,1,1,10,2025,1,60,3.0,600000.0,25015
8465185,1,2,1,10,2025,1,45,4.0,1400000.0,47150
8473717,1,1,1,10,2025,2,62,9.0,4200000.0,66161
8448344,1,3,1,10,2025,2,31,10.0,2400000.0,28937
8450454,1,1,1,10,2025,2,53,8.0,3000000.0,33784
8464183,1,2,1,10,2025,1,59,3.0,2500000.0,44917
8446487,1,1,1,10,2025,1,30,10.0,3000000.0,24819
8439254,1,1,1,10,2025,2,37,4.0,1000000.0,7839
8436195,1,1,1,10,2025,1,49,5.0,1423500.0,606
8445704,1,1,1,10,2025,1,64,3.0,800000.0,22879
8464217,1,1,1,10,2025,1,22,4.0,1680000.0,44987
8469017,1,2,1,10,2025,2,32,5.0,800000.0,56061
8470374,1,3,1,10,2025,1,30,10.0,1400000.0,59571
8436724,1,2,1,10,2025,2,52,5.0,1000000.0,1905
8470466,1,4,1,10,2025,2,27,5.0,2000000.0,59805
8442300,1,2,1,10,2025,1,40,10.0,14000000.0,14767
8442340,1,1,1,10,2025,1,27,8.0,400000.0,14894
8442165,1,4,1,10,2025,2,34,9.0,400000.0,14427
8443229,1,2,1,10,2025,2,51,10.0,3400000.0,17000
8463164,3,5,3,10,2025,1,35,3.0,1600000.0,42529
8445821,1,2,1,10,2025,2,57,3.0,240000.0,23125
8442717,1,4,1,10,2025,2,29,8.0,450000.0,15761
8436159,1,1,1,10,2025,1,59,12.0,5900000.0,520
8450616,1,1,1,10,2025,2,54,5.0,800000.0,34186
8469993,1,1,1,10,2025,1,40,3.0,1000000.0,58660
8437914,1,1,1,10,2025,2,23,5.0,1200000.0,4831
8439192,1,2,1,10,2025,1,31,1.0,800000.0,7706
8473709,1,1,1,10,2025,1,35,5.0,900000.0,66138
8444443,1,1,1,10,2025,1,32,5.0,2423000.0,20152
8439444,1,2,1,10,2025,2,35,4.0,600000.0,8291
8452332,1,1,1,10,2025,1,51,5.0,2000000.0,38524
8449026,1,3,1,10,2025,2,29,4.0,2280000.0,30273
8436670,1,1,1,10,2025,1,71,4.0,1000000.0,1765
8437923,1,1,1,10,2025,2,24,10.0,1623000.0,4843
8462775,1,1,1,10,2025,2,51,8.0,1508000.0,41735
8471362,1,2,1,10,2025,2,34,10.0,3500000.0,61828
8451190,1,2,1,10,2025,1,29,3.0,1000000.0,35620
8473414,1,3,1,10,2025,1,22,4.0,1600000.0,65836
8450822,1,1,1,10,2025,2,33,5.0,1423500.0,34673
8437631,1,2,1,10,2025,2,61,5.0,800000.0,4237
8461958,1,1,1,10,2025,2,27,5.0,200000.0,39886
8465436,1,1,1,10,2025,2,52,5.0,1200000.0,47616
8466325,1,1,1,10,2025,2,20,4.0,120000.0,49383
8461841,1,1,1,10,2025,1,76,1.0,500000.0,39553
8437714,1,2,1,10,2025,2,51,9.0,1423500.0,4423
8461957,1,1,1,10,2025,1,65,1.0,400000.0,39882
8445348,1,2,1,10,2025,1,34,3.0,800000.0,22042
8447173,1,4,1,10,2025,2,48,8.0,500000.0,26291
8466065,1,2,1,10,2025,2,40,3.0,580000.0,48895
8466250,1,1,1,10,2025,2,46,10.0,3000000.0,49263
8437722,1,1,1,10,2025,2,38,10.0,4017000.0,4444
8437728,1,2,1,10,2025,1,43,5.0,2000000.0,4455
8468374,1,2,1,10,2025,2,43,9.0,1423500.0,54457
8470112,1,1,1,10,2025,1,36,3.0,0.0,58959
8442692,1,1,1,10,2025,2,57,5.0,400000.0,15702
8470061,1,8,1,10,2025,2,16,4.0,1000000.0,58835
8472069,1,1,1,10,2025,1,34,5.0,1700000.0,63227
8467551,1,1,1,10,2025,2,77,5.0,1200000.0,52452
8443462,1,3,1,10,2025,2,24,5.0,1400000.0,17642
8467082,1,2,1,10,2025,1,31,5.0,1423500.0,51296
8445286,1,1,1,10,2025,1,67,3.0,1160000.0,21876
8436417,1,1,1,10,2025,1,29,4.0,1200000.0,1099
8449929,1,1,1,10,2025,1,23,6.0,1423500.0,32449
8441432,1,2,1,10,2025,2,31,10.0,2000000.0,12736
8451148,1,1,1,10,2025,1,37,5.0,1800000.0,35496
8449584,1,1,1,10,2025,2,71,4.0,120000.0,31592
8446294,1,3,1,10,2025,1,52,8.0,800000.0,24335
8469847,1,1,1,10,2025,2,41,4.0,300000.0,58287
8447011,1,2,1,10,2025,1,65,5.0,800000.0,26015
8470166,1,1,1,10,2025,1,55,4.0,1750000.0,59092
8462506,1,2,1,10,2025,2,24,5.0,1423500.0,41139
8447063,1,5,1,10,2025,2,66,3.0,1300000.0,26143
8446662,1,2,1,10,2025,2,59,5.0,800000.0,25285
8436614,1,2,1,10,2025,1,55,10.0,4000000.0,1615
8464595,1,2,1,10,2025,1,33,5.0,1200000.0,45843
8468495,1,1,1,10,2025,1,45,3.0,1623000.0,54764
8440668,1,1,1,10,2025,1,66,3.0,10000000.0,11147
8471590,1,3,1,10,2025,2,41,9.0,1600000.0,62308
8463623,1,1,1,10,2025,1,50,5.0,1600000.0,43708
8468337,1,1,1,10,2025,1,70,9.0,150000.0,54341
8449046,1,2,1,10,2025,2,50,6.0,400000.0,30318
8451989,1,2,1,10,2025,1,51,5.0,1420000.0,37667
8440434,1,1,1,10,2025,2,38,5.0,1423500.0,10518
8440773,1,2,1,10,2025,2,59,5.0,100000.0,11392
8444614,1,1,1,10,2025,1,51,5.0,500000.0,20601
8468548,1,1,1,10,2025,2,41,8.0,3000000.0,54910
8446317,1,2,1,10,2025,2,62,5.0,1423500.0,24401
8444174,1,1,1,10,2025,2,21,4.0,650000.0,19478
8462229,1,2,1,10,2025,2,45,5.0,400000.0,40544
8436751,1,1,1,10,2025,1,43,3.0,1500000.0,1965
8471376,1,1,1,10,2025,2,58,11.0,6700000.0,61857
8443527,1,1,1,10,2025,2,50,10.0,9300000.0,17822
8443215,1,1,1,10,2025,2,69,3.0,900000.0,16959
8448409,1,4,1,10,2025,2,31,4.0,1400000.0,29087
8470289,1,2,1,10,2025,2,55,1.0,300000.0,59376
8438345,1,1,1,10,2025,2,23,5.0,480000.0,5785
8451889,1,1,1,10,2025,1,52,10.0,5000000.0,37394
8436969,1,6,1,10,2025,2,53,4.0,300000.0,2636
8437294,1,2,1,10,2025,2,29,5.0,500000.0,3443
8447225,1,2,1,10,2025,2,54,10.0,2400000.0,26409
8473208,1,1,1,10,2025,1,36,5.0,1423500.0,65443
8442053,1,1,1,10,2025,2,30,4.0,280000.0,14160
8446941,1,1,1,10,2025,2,31,8.0,1423500.0,25881
8473243,1,2,1,10,2025,1,29,5.0,1423500.0,65517
8469608,1,1,1,10,2025,2,46,5.0,1423500.0,57660
8452547,1,1,1,10,2025,2,37,5.0,1600000.0,39112
8464310,1,1,1,10,2025,1,42,5.0,600000.0,45126
8445722,1,1,1,10,2025,1,57,5.0,900000.0,22909
8465779,1,1,1,10,2025,2,73,3.0,500000.0,48294
8449770,1,1,1,10,2025,2,26,5.0,600000.0,32075
8442254,1,1,1,10,2025,2,28,5.0,1700000.0,14665
8443490,1,2,1,10,2025,1,41,8.0,1423500.0,17721
8462062,1,4,1,10,2025,2,49,8.0,1200000.0,40150
8466788,1,2,1,10,2025,1,56,1.0,1500000.0,50570
8439920,1,1,1,10,2025,1,34,8.0,2400000.0,9471
8464489,1,1,1,10,2025,1,32,10.0,7000000.0,45583
8440614,1,2,1,10,2025,2,44,8.0,1800000.0,10992
8469116,1,2,1,10,2025,2,46,5.0,1423500.0,56334
8451605,1,1,1,10,2025,1,42,3.0,1300000.0,36639
8446954,1,3,1,10,2025,1,22,8.0,,25905
8469574,1,3,1,10,2025,2,36,5.0,140000.0,57568
8461900,1,1,1,10,2025,2,27,10.0,1630000.0,39703
8436801,1,1,1,10,2025,2,26,10.0,900000.0,2066
8469374,1,2,1,10,2025,1,25,9.0,960000.0,57046
8463181,1,1,1,10,2025,2,30,5.0,2600000.0,42569
8472579,1,2,1,10,2025,2,49,5.0,711750.0,64261
8439484,1,1,1,10,2025,1,59,5.0,7600000.0,8381
8438079,1,3,1,10,2025,2,26,10.0,3000000.0,5161
8465637,1,2,1,10,2025,1,45,5.0,1423000.0,47995
8451032,1,1,1,10,2025,1,50,3.0,600000.0,35211
8450766,1,2,1,10,2025,2,51,3.0,500000.0,34552
8464317,1,1,1,10,2025,2,40,6.0,2000000.0,45153
8467129,1,1,1,10,2025,1,46,8.0,1425000.0,51464
8446178,1,1,1,10,2025,2,41,8.0,1500000.0,23966
8445813,1,2,1,10,2025,2,49,10.0,1800000.0,23109
8463413,1,6,1,10,2025,1,50,5.0,1450000.0,43221
8439418,1,1,1,10,2025,1,29,6.0,1423500.0,8234
8471799,1,2,1,10,2025,2,32,4.0,800000.0,62689
8440579,1,3,1,10,2025,1,30,3.0,400000.0,10889
8448198,1,1,1,10,2025,1,28,5.0,1423500.0,28683
8445699,1,2,1,10,2025,1,20,4.0,1500000.0,22877
8436542,1,1,1,10,2025,1,38,5.0,1450000.0,1429
8446239,1,7,1,10,2025,2,46,3.0,100000.0,24160
8451697,1,1,1,10,2025,1,44,10.0,3500000.0,36899
8473890,1,1,1,10,2025,1,42,12.0,21000000.0,66512
8464536,1,2,1,10,2025,2,27,10.0,1619000.0,45702
8444923,1,1,1,10,2025,2,51,3.0,1500000.0,21419
8470081,1,3,1,10,2025,2,21,5.0,1423500.0,58885
8448935,1,1,1,10,2025,1,42,8.0,1423500.0,30118
8468676,1,1,1,10,2025,2,55,3.0,600000.0,55198
8452259,1,1,1,10,2025,2,66,6.0,5000000.0,38348
8470213,1,1,1,10,2025,2,50,8.0,1500000.0,59182
8468051,1,2,1,10,2025,1,48,4.0,1800000.0,53730
8468691,1,1,1,10,2025,2,47,10.0,2300000.0,55242
8449913,1,2,1,10,2025,1,57,10.0,2800000.0,32412
8451661,1,1,1,10,2025,1,44,9.0,3000000.0,36805
8452360,1,1,1,10,2025,1,73,5.0,2000000.0,38607
8467386,1,1,1,10,2025,2,47,5.0,1000000.0,52084
8443718,1,1,1,10,2025,1,67,4.0,300000.0,18318
8467084,1,1,1,10,2025,1,39,5.0,1400000.0,51302
8447697,1,2,1,10,2025,1,70,5.0,1500000.0,27524
8466730,1,1,1,10,2025,1,65,3.0,1200000.0,50456
8442174,1,1,1,10,2025,1,64,3.0,1450000.0,14449
8467919,1,1,1,10,2025,1,48,10.0,2000000.0,53396
8452382,1,3,1,10,2025,2,60,10.0,1800000.0,38658
8463511,1,1,1,10,2025,2,57,11.0,10300000.0,43476
8466207,1,1,1,10,2025,2,59,5.0,1423500.0,49208
8439863,1,1,1,10,2025,2,50,3.0,1550000.0,9350
8439319,1,5,1,10,2025,2,25,5.0,200000.0,8018
8472746,1,1,1,10,2025,2,36,8.0,1423500.0,64642
8451302,1,2,1,10,2025,2,57,3.0,480000.0,35908
8470330,1,2,1,10,2025,2,37,4.0,1423500.0,59485
8441325,1,1,1,10,2025,2,59,12.0,3500000.0,12519
8466804,1,1,1,10,2025,1,53,4.0,1400000.0,50613
8448416,1,3,1,10,2025,1,20,10.0,1800000.0,29103
8442141,1,2,1,10,2025,2,58,3.0,200000.0,14367
8450031,1,3,1,10,2025,1,23,10.0,250000.0,32732
8444683,1,1,1,10,2025,1,31,5.0,2500000.0,20780
8465705,1,8,1,10,2025,2,29,5.0,300000.0,48110
8439089,1,4,1,10,2025,2,48,5.0,900000.0,7486
8448052,1,2,1,10,2025,1,31,10.0,1423500.0,28369
8465418,1,1,1,10,2025,2,44,5.0,2280000.0,47573
8467056,1,1,1,10,2025,1,57,5.0,2000000.0,51208
8446609,1,5,1,10,2025,2,28,9.0,3500000.0,25147
8467427,1,3,1,10,2025,2,30,10.0,2400000.0,52159
8443041,1,2,1,10,2025,2,33,10.0,1100000.0,16579
8445756,1,1,1,10,2025,1,39,5.0,1423500.0,22976
8440142,1,2,1,10,2025,2,50,5.0,1423500.0,9863
8463900,1,2,1,10,2025,1,27,10.0,1400000.0,44347
8470056,1,3,1,10,2025,2,23,8.0,1500000.0,58813
8462528,1,4,1,10,2025,2,24,10.0,2700000.0,41194
8443163,1,1,1,10,2025,1,63,4.0,300000.0,16853
8462099,1,6,1,10,2025,2,27,10.0,480000.0,40236
8470147,1,1,1,10,2025,1,31,5.0,1423500.0,59045
8444855,1,2,1,10,2025,2,32,6.0,500000.0,21251
8451814,1,2,1,10,2025,2,56,3.0,240000.0,37218
8463179,1,2,1,10,2025,1,43,8.0,1400000.0,42563
8447358,1,4,1,10,2025,2,28,5.0,1423500.0,26778
8448753,1,1,1,10,2025,2,26,8.0,2000000.0,29813
8437585,1,3,1,10,2025,2,31,8.0,2900000.0,4137
8472486,2,1,2,10,2025,1,53,3.0,1000000.0,64148
8451660,1,1,1,10,2025,1,48,10.0,5000000.0,36801
8443983,1,1,1,10,2025,2,48,10.0,1000000.0,18981
8440599,1,2,1,10,2025,1,63,3.0,1423500.0,10952
8464142,1,1,1,10,2025,1,56,5.0,0.0,44838
8449395,1,1,1,10,2025,1,53,5.0,900000.0,31132
8452315,1,1,1,10,2025,2,44,5.0,1423500.0,38490
8447201,1,2,1,10,2025,2,35,11.0,1700000.0,26340
8446377,1,2,1,10,2025,2,31,9.0,1423500.0,24556
8447573,1,1,1,10,2025,2,29,5.0,1423500.0,27262
8447083,1,1,1,10,2025,1,51,5.0,1800000.0,26179
8466376,1,1,1,10,2025,2,56,4.0,300000.0,49551
8470642,1,1,1,10,2025,1,52,1.0,600000.0,60225
8446059,1,1,1,10,2025,1,29,5.0,2000000.0,23685
8449356,1,1,1,10,2025,1,41,3.0,1500000.0,31027
8448421,1,1,1,10,2025,2,30,10.0,2500000.0,29124
8467244,1,2,1,10,2025,2,60,5.0,800000.0,51726
8464491,1,1,1,10,2025,1,32,5.0,1800000.0,45589
8441459,1,1,1,10,2025,2,31,6.0,800000.0,12810
8449759,1,1,1,10,2025,1,35,3.0,1100000.0,32048
8450446,1,1,1,10,2025,2,29,10.0,3500000.0,33773
8442500,1,1,1,10,2025,2,59,3.0,800000.0,15280
8447610,1,1,1,10,2025,2,60,5.0,1423500.0,27334
8443281,1,2,1,10,2025,1,25,5.0,1423500.0,17149
8468789,1,2,1,10,2025,1,35,10.0,1400000.0,55489
8462213,1,2,1,10,2025,1,50,3.0,800000.0,40509
8465646,1,4,1,10,2025,1,59,5.0,2000000.0,48025
8470369,1,4,1,10,2025,1,28,5.0,1423500.0,59551
8437076,1,2,1,10,2025,2,48,5.0,1723500.0,2878
8436991,1,2,1,10,2025,2,53,5.0,1000000.0,2686
8467035,1,1,1,10,2025,2,51,5.0,1623500.0,51163
8442581,1,2,1,10,2025,1,37,5.0,1423500.0,15444
8436114,1,1,1,10,2025,1,56,3.0,600000.0,418
8467333,1,3,1,10,2025,1,40,3.0,580000.0,51939
8449268,1,2,1,10,2025,2,75,3.0,300000.0,30778
8440556,1,1,1,10,2025,1,59,10.0,5800000.0,10807
8451365,1,1,1,10,2025,2,49,5.0,250000.0,36072
8441426,1,1,1,10,2025,1,56,3.0,800000.0,12720
8447793,1,6,1,10,2025,1,22,5.0,1400000.0,27710
8444926,1,1,1,10,2025,1,42,10.0,3000000.0,21433
8469824,1,1,1,10,2025,1,38,5.0,1400000.0,58236
8470992,1,2,1,10,2025,1,54,4.0,1940000.0,61110
8449975,1,2,1,10,2025,1,34,3.0,1800000.0,32606
8472408,1,1,1,10,2025,1,47,8.0,120000.0,63918
8443576,1,1,1,10,2025,2,40,4.0,250000.0,17944
8437607,1,2,1,10,2025,1,53,10.0,5300000.0,4181
8467692,1,1,1,10,2025,1,36,9.0,2450000.0,52823
8445186,1,2,1,10,2025,2,68,3.0,300000.0,21577
8443422,1,2,1,10,2025,1,65,3.0,1850000.0,17544
8471126,1,2,1,10,2025,2,41,12.0,4000000.0,61435
8462852,1,1,1,10,2025,2,43,10.0,2000000.0,41885
8444751,1,2,1,10,2025,1,40,5.0,1100000.0,20974
8466718,1,1,1,10,2025,2,51,10.0,3000000.0,50433
8448060,1,3,1,10,2025,1,33,11.0,1800000.0,28399
8444180,1,1,1,10,2025,1,50,5.0,1423500.0,19489
8449069,1,3,1,10,2025,2,20,6.0,740000.0,30368
8442683,1,1,1,10,2025,1,63,3.0,1500000.0,15680
8442260,1,1,1,10,2025,2,54,5.0,800000.0,14683
8471952,1,2,1,10,2025,1,28,5.0,1500000.0,62987
8436975,1,2,1,10,2025,1,43,10.0,2700000.0,2650
8472692,1,1,1,10,2025,1,57,4.0,1400000.0,64521
8441974,1,2,1,10,2025,2,44,5.0,1400000.0,14001
8471243,1,2,1,10,2025,2,36,12.0,7000000.0,61614
8452468,1,1,1,10,2025,2,66,4.0,500000.0,38912
8449206,1,1,1,10,2025,2,49,8.0,150000.0,30616
8467771,1,1,1,10,2025,2,35,10.0,2700000.0,53009
8464961,1,1,1,10,2025,2,51,4.0,1800000.0,46654
8468546,1,2,1,10,2025,1,44,10.0,2000000.0,54902
8466796,1,1,1,10,2025,1,52,3.0,1200000.0,50590
8470328,1,2,1,10,2025,1,58,4.0,1423500.0,59472
8469387,1,4,1,10,2025,2,37,8.0,1423500.0,57071
8471208,1,4,1,10,2025,1,41,5.0,1423500.0,61536
8439970,1,3,1,10,2025,2,23,5.0,1423500.0,9501
8466142,1,1,1,10,2025,1,36,8.0,1600000.0,49049
8446788,1,3,1,10,2025,1,33,12.0,4000000.0,25509
8443690,1,1,1,10,2025,2,51,11.0,11000000.0,18252
8471237,1,2,1,10,2025,2,26,10.0,1500000.0,61600
8462224,1,1,1,10,2025,1,30,5.0,500000.0,40530
8470998,1,1,1,10,2025,1,52,6.0,6000000.0,61127
8465323,1,1,1,10,2025,2,33,9.0,1850000.0,47408
8447543,1,1,1,10,2025,1,29,5.0,1500000.0,27201
8437319,1,1,1,10,2025,2,27,5.0,1423500.0,3514
8439575,1,3,1,10,2025,2,29,9.0,900000.0,8603
8449123,1,3,1,10,2025,2,32,10.0,3000000.0,30476
8465538,1,2,1,10,2025,2,27,5.0,1600000.0,47833
8441198,1,1,1,10,2025,2,45,6.0,1200000.0,12288
8469332,1,1,1,10,2025,1,52,1.0,500000.0,56952
8452319,1,2,1,10,2025,2,64,1.0,900000.0,38502
8468384,1,1,1,10,2025,1,43,4.0,1500000.0,54495
8450655,1,1,1,10,2025,2,42,5.0,1423500.0,34290
8449909,1,1,1,10,2025,2,30,10.0,3200000.0,32402
8469952,1,1,1,10,2025,1,45,5.0,1300000.0,58551
8450790,1,1,1,10,2025,2,52,9.0,1600000.0,34603
8449315,1,1,1,10,2025,1,26,4.0,550000.0,30928
8440369,1,2,1,10,2025,2,31,10.0,2100000.0,10392
8441471,1,1,1,10,2025,1,34,5.0,4000000.0,12826
8463021,1,1,1,10,2025,1,66,3.0,1300000.0,42242
8465761,1,4,1,10,2025,1,26,8.0,1000000.0,48251
8449589,1,1,1,10,2025,2,43,4.0,100000.0,31602
8443005,1,1,1,10,2025,1,49,4.0,3000000.0,16457
8447419,1,4,1,10,2025,1,20,5.0,1423500.0,26949
8463741,1,3,1,10,2025,1,29,10.0,2847000.0,43987
8445450,1,1,1,10,2025,2,40,5.0,1500000.0,22281
8471886,1,2,1,10,2025,1,55,5.0,1423500.0,62871
8444148,1,1,1,10,2025,2,57,10.0,3900000.0,19417
8448021,1,3,1,10,2025,1,24,4.0,1000000.0,28282
8451124,1,1,1,10,2025,1,38,1.0,960000.0,35431
8445736,1,1,1,10,2025,1,47,1.0,1050000.0,22940
